         86884 function calls (83281 primitive calls) in 32.940 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 local.py:168(LocalManager)
        1    0.000    0.000    0.000    0.000 local.py:249(LocalProxy)
        4    0.000    0.000    0.000    0.000 local.py:287(__init__)
        1    0.000    0.000    0.000    0.000 local.py:50(Local)
        3    0.000    0.000    0.000    0.000 local.py:53(__init__)
        1    0.000    0.000    0.000    0.000 local.py:88(LocalStack)
        1    0.000    0.000    0.000    0.000 marshal.py:15(<module>)
       10    0.000    0.000    0.000    0.000 marshal.py:19(_make_packer)
      170    0.000    0.000    0.000    0.000 metadata.py:1023(__init__)
        1    0.000    0.000    0.000    0.000 metadata.py:1045(IndexMetadata)
        1    0.000    0.000    0.000    0.000 metadata.py:1078(TokenMap)
        1    0.000    0.000    0.000    0.000 metadata.py:1106(__init__)
        3    0.000    0.000    0.000    0.000 metadata.py:1115(rebuild_keyspace)
        1    0.000    0.000    0.000    0.000 metadata.py:1154(Token)
     2359    0.000    0.000    0.000    0.000 metadata.py:1178(__lt__)
      512    0.000    0.000    0.000    0.000 metadata.py:1181(__hash__)
        1    0.000    0.000    0.000    0.000 metadata.py:1192(NoMurmur3)
        1    0.000    0.000    0.000    0.000 metadata.py:1196(Murmur3Token)
      512    0.001    0.000    0.001    0.000 metadata.py:1209(__init__)
        1    0.000    0.000    0.000    0.000 metadata.py:1214(MD5Token)
        1    0.000    0.000    0.000    0.000 metadata.py:1230(BytesToken)
        1    0.000    0.000    0.000    0.000 metadata.py:1244(TriggerMetadata)
        4    0.000    0.000    0.000    0.000 metadata.py:143(<genexpr>)
        1    0.001    0.001    0.002    0.002 metadata.py:15(<module>)
        3    0.000    0.000    0.000    0.000 metadata.py:191(_keyspace_added)
        3    0.000    0.000    0.000    0.000 metadata.py:203(_build_keyspace_metadata)
       20    0.001    0.000    0.013    0.001 metadata.py:215(_build_table_metadata)
       20    0.001    0.000    0.002    0.000 metadata.py:314(_build_table_options)
      360    0.000    0.000    0.000    0.000 metadata.py:316(<genexpr>)
      130    0.001    0.000    0.004    0.000 metadata.py:329(_build_column_metadata)
      130    0.000    0.000    0.000    0.000 metadata.py:338(_build_index_metadata)
        1    0.001    0.001    0.005    0.005 metadata.py:352(rebuild_token_map)
        2    0.000    0.000    0.000    0.000 metadata.py:400(add_host)
        3    0.000    0.000    0.000    0.000 metadata.py:416(get_host)
        3    0.000    0.000    0.000    0.000 metadata.py:419(all_hosts)
        1    0.000    0.000    0.000    0.000 metadata.py:427(ReplicationStrategy)
        3    0.000    0.000    0.000    0.000 metadata.py:429(create)
        1    0.000    0.000    0.000    0.000 metadata.py:453(SimpleStrategy)
        1    0.000    0.000    0.000    0.000 metadata.py:462(__init__)
        1    0.000    0.000    0.000    0.000 metadata.py:494(NetworkTopologyStrategy)
        1    0.000    0.000    0.000    0.000 metadata.py:503(__init__)
        2    0.000    0.000    0.000    0.000 metadata.py:505(<genexpr>)
        1    0.000    0.000    0.000    0.000 metadata.py:54(Metadata)
        1    0.000    0.000    0.000    0.000 metadata.py:579(LocalStrategy)
        1    0.000    0.000    0.000    0.000 metadata.py:597(KeyspaceMetadata)
        3    0.000    0.000    0.000    0.000 metadata.py:628(__init__)
        1    0.000    0.000    0.000    0.000 metadata.py:669(UserType)
        1    0.000    0.000    0.000    0.000 metadata.py:731(TableMetadata)
        1    0.000    0.000    0.000    0.000 metadata.py:75(__init__)
       20    0.000    0.000    0.001    0.000 metadata.py:815(__init__)
        1    0.000    0.000    0.014    0.014 metadata.py:91(rebuild_schema)
        1    0.000    0.000    0.000    0.000 metadata.py:955(protect_name)
        1    0.000    0.000    0.000    0.000 metadata.py:976(is_valid_name)
        1    0.000    0.000    0.000    0.000 metadata.py:984(maybe_escape_name)
        3    0.000    0.000    0.000    0.000 metadata.py:99(<lambda>)
        1    0.000    0.000    0.000    0.000 metadata.py:994(ColumnMetadata)
        1    0.000    0.000    0.000    0.000 mimetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 mimetypes.py:23(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:324(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:50(MimeTypes)
        1    0.000    0.000    0.000    0.000 module.py:10(<module>)
        1    0.000    0.000    0.000    0.000 module.py:22(Module)
        1    0.000    0.000    0.000    0.000 nodes.py:107(Node)
        1    0.001    0.001    0.005    0.005 nodes.py:14(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:246(Stmt)
        1    0.000    0.000    0.000    0.000 nodes.py:251(Helper)
        1    0.000    0.000    0.000    0.000 nodes.py:256(Template)
        1    0.000    0.000    0.000    0.000 nodes.py:263(Output)
        1    0.000    0.000    0.000    0.000 nodes.py:270(Extends)
        1    0.000    0.000    0.000    0.000 nodes.py:275(For)
        1    0.000    0.000    0.000    0.000 nodes.py:286(If)
        1    0.000    0.000    0.000    0.000 nodes.py:291(Macro)
        1    0.000    0.000    0.000    0.000 nodes.py:299(CallBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:306(FilterBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:311(Block)
        1    0.000    0.000    0.000    0.000 nodes.py:316(Include)
        1    0.000    0.000    0.000    0.000 nodes.py:321(Import)
        1    0.000    0.000    0.000    0.000 nodes.py:326(FromImport)
        1    0.000    0.000    0.000    0.000 nodes.py:340(ExprStmt)
        1    0.000    0.000    0.000    0.000 nodes.py:345(Assign)
        1    0.000    0.000    0.000    0.000 nodes.py:350(Expr)
        1    0.000    0.000    0.000    0.000 nodes.py:372(BinExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:391(UnaryExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:410(Name)
        1    0.000    0.000    0.000    0.000 nodes.py:425(Literal)
        1    0.000    0.000    0.000    0.000 nodes.py:430(Const)
        1    0.000    0.000    0.000    0.000 nodes.py:453(TemplateData)
        1    0.000    0.000    0.000    0.000 nodes.py:466(Tuple)
        1    0.000    0.000    0.000    0.000 nodes.py:484(List)
        1    0.000    0.000    0.000    0.000 nodes.py:493(Dict)
        1    0.000    0.000    0.000    0.000 nodes.py:504(Pair)
        1    0.000    0.000    0.000    0.000 nodes.py:513(Keyword)
        1    0.000    0.000    0.000    0.000 nodes.py:522(CondExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:540(Filter)
        1    0.000    0.000    0.000    0.000 nodes.py:55(Impossible)
        1    0.000    0.000    0.000    0.000 nodes.py:584(Test)
        1    0.000    0.000    0.000    0.000 nodes.py:59(NodeType)
        1    0.000    0.000    0.000    0.000 nodes.py:591(Call)
        1    0.000    0.000    0.000    0.000 nodes.py:633(Getitem)
       63    0.000    0.000    0.002    0.000 nodes.py:64(__new__)
        1    0.000    0.000    0.000    0.000 nodes.py:651(Getattr)
        1    0.000    0.000    0.000    0.000 nodes.py:671(Slice)
        1    0.000    0.000    0.000    0.000 nodes.py:686(Concat)
        1    0.000    0.000    0.000    0.000 nodes.py:697(Compare)
        1    0.000    0.000    0.000    0.000 nodes.py:716(Operand)
       17    0.000    0.000    0.000    0.000 nodes.py:722(<genexpr>)
        1    0.000    0.000    0.000    0.000 nodes.py:726(Mul)
        1    0.000    0.000    0.000    0.000 nodes.py:731(Div)
        1    0.000    0.000    0.000    0.000 nodes.py:736(FloorDiv)
        1    0.000    0.000    0.000    0.000 nodes.py:743(Add)
        1    0.000    0.000    0.000    0.000 nodes.py:748(Sub)
        1    0.000    0.000    0.000    0.000 nodes.py:753(Mod)
        1    0.000    0.000    0.000    0.000 nodes.py:758(Pow)
        1    0.000    0.000    0.000    0.000 nodes.py:76(EvalContext)
        1    0.000    0.000    0.000    0.000 nodes.py:763(And)
        1    0.000    0.000    0.000    0.000 nodes.py:772(Or)
        1    0.000    0.000    0.000    0.000 nodes.py:781(Not)
        1    0.000    0.000    0.000    0.000 nodes.py:786(Neg)
        1    0.000    0.000    0.000    0.000 nodes.py:791(Pos)
        1    0.000    0.000    0.000    0.000 nodes.py:799(EnvironmentAttribute)
        1    0.000    0.000    0.000    0.000 nodes.py:806(ExtensionAttribute)
        1    0.000    0.000    0.000    0.000 nodes.py:816(ImportedName)
        1    0.000    0.000    0.000    0.000 nodes.py:825(InternalName)
        1    0.000    0.000    0.000    0.000 nodes.py:839(MarkSafe)
        1    0.000    0.000    0.000    0.000 nodes.py:848(MarkSafeIfAutoescape)
        1    0.000    0.000    0.000    0.000 nodes.py:866(ContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:879(Continue)
        1    0.000    0.000    0.000    0.000 nodes.py:883(Break)
        1    0.000    0.000    0.000    0.000 nodes.py:887(Scope)
        1    0.000    0.000    0.000    0.000 nodes.py:892(EvalContextModifier)
        1    0.000    0.000    0.000    0.000 nodes.py:903(ScopedEvalContextModifier)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
      113    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        2    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:18(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:30(Optimizer)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:504(copy)
        1    0.000    0.000    0.000    0.000 parser.py:10(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:24(Parser)
        1    0.000    0.000    0.000    0.000 pickle.py:1253(_EmptyClass)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
        1    0.000    0.000    0.000    0.000 pkgutil.py:433(get_loader)
        1    0.000    0.000    0.000    0.000 pkgutil.py:474(extend_path)
        1    0.000    0.000    0.000    0.000 policies.py:101(__init__)
        1    0.000    0.000    0.000    0.000 policies.py:136(check_supported)
        1    0.000    0.000    0.000    0.000 policies.py:146(RoundRobinPolicy)
        1    0.000    0.000    0.000    0.000 policies.py:15(<module>)
        1    0.000    0.000    0.000    0.000 policies.py:156(populate)
        2    0.000    0.000    0.000    0.000 policies.py:163(distance)
        2    0.000    0.000    0.000    0.000 policies.py:166(make_query_plan)
        2    0.000    0.000    0.000    0.000 policies.py:180(on_up)
        2    0.000    0.000    0.000    0.000 policies.py:184(on_down)
        1    0.000    0.000    0.000    0.000 policies.py:197(DCAwareRoundRobinPolicy)
        1    0.000    0.000    0.000    0.000 policies.py:28(HostDistance)
        1    0.000    0.000    0.000    0.000 policies.py:305(TokenAwarePolicy)
        1    0.000    0.000    0.000    0.000 policies.py:383(WhiteListRoundRobinPolicy)
        1    0.000    0.000    0.000    0.000 policies.py:426(ConvictionPolicy)
        2    0.000    0.000    0.000    0.000 policies.py:434(__init__)
        1    0.000    0.000    0.000    0.000 policies.py:455(SimpleConvictionPolicy)
        2    0.000    0.000    0.000    0.000 policies.py:465(reset)
        1    0.000    0.000    0.000    0.000 policies.py:469(ReconnectionPolicy)
        1    0.000    0.000    0.000    0.000 policies.py:487(ConstantReconnectionPolicy)
        1    0.000    0.000    0.000    0.000 policies.py:514(ExponentialReconnectionPolicy)
        1    0.000    0.000    0.000    0.000 policies.py:521(__init__)
        1    0.000    0.000    0.000    0.000 policies.py:539(WriteType)
        1    0.000    0.000    0.000    0.000 policies.py:590(RetryPolicy)
        1    0.000    0.000    0.000    0.000 policies.py:64(HostStateListener)
        1    0.000    0.000    0.000    0.000 policies.py:716(FallthroughRetryPolicy)
        1    0.000    0.000    0.000    0.000 policies.py:732(DowngradingConsistencyRetryPolicy)
        1    0.000    0.000    0.000    0.000 policies.py:86(LoadBalancingPolicy)
        2    0.000    0.000    0.000    0.000 pool.py:104(set_up)
        9    0.000    0.000    0.000    0.000 pool.py:132(__hash__)
        1    0.000    0.000    0.000    0.000 pool.py:146(_ReconnectionHandler)
        1    0.000    0.000    0.000    0.000 pool.py:17(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:235(_HostReconnectionHandler)
        1    0.000    0.000    0.000    0.000 pool.py:265(HostConnection)
        1    0.000    0.000    0.000    0.000 pool.py:36(NoConnectionsAvailable)
        1    0.000    0.000    0.000    0.000 pool.py:373(HostConnectionPool)
        1    0.000    0.000    0.000    0.000 pool.py:408(borrow_connection)
        2    0.000    0.000    0.000    0.000 pool.py:437(<lambda>)
        1    0.000    0.000    0.000    0.000 pool.py:44(Host)
        2    0.000    0.000    0.000    0.000 pool.py:74(__init__)
        2    0.000    0.000    0.000    0.000 pool.py:85(datacenter)
        4    0.000    0.000    0.000    0.000 pool.py:95(set_location_info)
        3    0.000    0.000    0.000    0.000 posixpath.py:109(basename)
        1    0.000    0.000    0.000    0.000 posixpath.py:117(dirname)
        3    0.000    0.000    0.000    0.000 posixpath.py:311(normpath)
        3    0.000    0.000    0.000    0.000 posixpath.py:340(abspath)
        3    0.000    0.000    0.000    0.000 posixpath.py:42(normcase)
        3    0.000    0.000    0.000    0.000 posixpath.py:50(isabs)
       20    0.000    0.000    0.000    0.000 posixpath.py:59(join)
        1    0.000    0.000    0.000    0.000 posixpath.py:79(split)
        2    0.000    0.000    0.000    0.000 posixpath.py:94(splitext)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:81(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 process.py:101(_ResultItem)
        1    0.000    0.000    0.000    0.000 process.py:107(_CallItem)
        2    0.000    0.000    0.000    0.000 process.py:135(name)
        1    0.000    0.000    0.000    0.000 process.py:259(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:269(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 process.py:273(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:275(__init__)
        2    0.000    0.000    0.000    0.000 process.py:33(current_process)
        1    0.000    0.000    0.002    0.002 process.py:44(<module>)
        1    0.000    0.000    0.000    0.000 process.py:60(Process)
        1    0.000    0.000    0.001    0.001 process.py:9(<module>)
        1    0.000    0.000    0.000    0.000 process.py:94(_WorkItem)
        1    0.000    0.000    0.000    0.000 protocol.py:131(ErrorMessage)
        1    0.002    0.002    0.058    0.058 protocol.py:15(<module>)
        1    0.000    0.000    0.000    0.000 protocol.py:168(ErrorMessageSubclass)
       18    0.000    0.000    0.000    0.000 protocol.py:169(__init__)
        1    0.000    0.000    0.000    0.000 protocol.py:174(ErrorMessageSub)
        1    0.000    0.000    0.000    0.000 protocol.py:179(RequestExecutionException)
        1    0.000    0.000    0.000    0.000 protocol.py:183(RequestValidationException)
        1    0.000    0.000    0.000    0.000 protocol.py:187(ServerError)
        1    0.000    0.000    0.000    0.000 protocol.py:192(ProtocolException)
        1    0.000    0.000    0.000    0.000 protocol.py:197(BadCredentials)
        1    0.000    0.000    0.000    0.000 protocol.py:202(UnavailableErrorMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:218(OverloadedErrorMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:223(IsBootstrappingErrorMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:228(TruncateError)
        1    0.000    0.000    0.000    0.000 protocol.py:233(WriteTimeoutErrorMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:250(ReadTimeoutErrorMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:267(SyntaxException)
        1    0.000    0.000    0.000    0.000 protocol.py:272(UnauthorizedErrorMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:280(InvalidRequestException)
        1    0.000    0.000    0.000    0.000 protocol.py:288(ConfigurationException)
        1    0.000    0.000    0.000    0.000 protocol.py:293(PreparedQueryNotFound)
        1    0.000    0.000    0.000    0.000 protocol.py:303(AlreadyExistsException)
        1    0.000    0.000    0.000    0.000 protocol.py:318(StartupMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:327(__init__)
        1    0.000    0.000    0.000    0.000 protocol.py:331(send_body)
        1    0.000    0.000    0.000    0.000 protocol.py:337(ReadyMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:346(AuthenticateMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:359(CredentialsMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:378(AuthChallengeMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:390(AuthResponseMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:401(AuthSuccessMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:413(OptionsMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:42(NotSupportedError)
        1    0.000    0.000    0.000    0.000 protocol.py:421(SupportedMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:445(QueryMessage)
        8    0.000    0.000    0.000    0.000 protocol.py:449(__init__)
        8    0.000    0.000    0.000    0.000 protocol.py:458(send_body)
        1    0.000    0.000    0.000    0.000 protocol.py:46(InternalError)
        1    0.000    0.000    0.000    0.000 protocol.py:509(ResultMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:61(_RegisterMessageType)
       19    0.000    0.000    0.000    0.000 protocol.py:62(__init__)
        1    0.000    0.000    0.000    0.000 protocol.py:656(PrepareMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:667(ExecuteMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:68(_MessageType)
        1    0.000    0.000    0.000    0.000 protocol.py:728(BatchMessage)
       10    0.000    0.000    0.000    0.000 protocol.py:73(to_binary)
        1    0.000    0.000    0.000    0.000 protocol.py:777(RegisterMessage)
        1    0.000    0.000    0.000    0.000 protocol.py:781(__init__)
        1    0.000    0.000    0.000    0.000 protocol.py:784(send_body)
        1    0.000    0.000    0.000    0.000 protocol.py:788(EventMessage)
       10    0.000    0.000    0.000    0.000 protocol.py:836(write_header)
        8    0.000    0.000    0.000    0.000 protocol.py:849(write_byte)
       19    0.000    0.000    0.000    0.000 protocol.py:857(write_int)
       15    0.000    0.000    0.000    0.000 protocol.py:869(write_short)
        8    0.000    0.000    0.000    0.000 protocol.py:877(write_consistency_level)
        5    0.000    0.000    0.000    0.000 protocol.py:893(write_string)
        8    0.000    0.000    0.000    0.000 protocol.py:910(write_longstring)
        1    0.000    0.000    0.000    0.000 protocol.py:922(write_stringlist)
        1    0.000    0.000    0.000    0.000 protocol.py:937(write_stringmap)
        8    0.000    0.000    0.000    0.000 query.py:106(dict_factory)
        1    0.000    0.000    0.000    0.000 query.py:139(Statement)
        1    0.000    0.000    0.000    0.000 query.py:180(__init__)
        1    0.000    0.000    0.001    0.001 query.py:19(<module>)
        1    0.000    0.000    0.000    0.000 query.py:217(_get_serial_consistency_level)
        1    0.000    0.000    0.000    0.000 query.py:273(SimpleStatement)
        1    0.000    0.000    0.000    0.000 query.py:279(__init__)
        1    0.000    0.000    0.000    0.000 query.py:288(query_string)
        1    0.000    0.000    0.000    0.000 query.py:299(PreparedStatement)
        1    0.000    0.000    0.000    0.000 query.py:381(BoundStatement)
        1    0.000    0.000    0.000    0.000 query.py:522(BatchType)
        3    0.000    0.000    0.000    0.000 query.py:545(__init__)
        1    0.000    0.000    0.000    0.000 query.py:561(BatchStatement)
        1    0.000    0.000    0.000    0.000 query.py:701(TraceUnavailable)
        1    0.000    0.000    0.000    0.000 query.py:708(QueryTrace)
        1    0.000    0.000    0.000    0.000 query.py:827(TraceEvent)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:160(randrange)
        1    0.000    0.000    0.000    0.000 random.py:224(randint)
       20    0.000    0.000    0.000    0.000 random.py:259(choice)
        1    0.000    0.000    0.000    0.000 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:643(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        1    0.000    0.000    0.000    0.000 random.py:793(SystemRandom)
       20    0.000    0.000    0.000    0.000 random.py:801(random)
        1    0.000    0.000    0.000    0.000 random.py:815(_stub)
        2    0.000    0.000    0.000    0.000 random.py:90(__init__)
        1    0.000    0.000    0.000    0.000 random.py:99(seed)
      118    0.000    0.000    0.001    0.000 re.py:134(match)
        2    0.000    0.000    0.035    0.017 re.py:139(search)
       77    0.000    0.000    0.042    0.001 re.py:188(compile)
       40    0.000    0.000    0.000    0.000 re.py:206(escape)
      197    0.001    0.000    0.044    0.000 re.py:229(_compile)
        1    0.000    0.000    0.001    0.001 re.py:294(__init__)
      173    0.001    0.000    0.002    0.000 re.py:308(scan)
        1    0.000    0.000    0.000    0.000 repr.py:109(DebugReprGenerator)
        5    0.000    0.000    0.000    0.000 repr.py:114(_sequence_repr_maker)
        1    0.000    0.000    0.000    0.000 repr.py:15(<module>)
        1    0.000    0.000    0.000    0.000 repr.py:66(_Helper)
        1    0.000    0.000    0.000    0.000 rfc822.py:496(AddrlistClass)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 routing.py:1019(__init__)
        3    0.000    0.000    0.001    0.000 routing.py:1076(add)
        1    0.000    0.000    0.000    0.000 routing.py:1220(MapAdapter)
       11    0.000    0.000    0.000    0.000 routing.py:176(parse_rule)
        1    0.000    0.000    0.000    0.000 routing.py:208(RoutingException)
        1    0.000    0.000    0.000    0.000 routing.py:216(RequestRedirect)
        1    0.000    0.000    0.000    0.000 routing.py:232(RequestSlash)
        1    0.000    0.000    0.000    0.000 routing.py:236(RequestAliasRedirect)
        1    0.000    0.000    0.000    0.000 routing.py:243(BuildError)
        1    0.000    0.000    0.000    0.000 routing.py:255(ValidationError)
        1    0.000    0.000    0.000    0.000 routing.py:261(RuleFactory)
        1    0.000    0.000    0.000    0.000 routing.py:273(Subdomain)
        1    0.000    0.000    0.000    0.000 routing.py:304(Submount)
        1    0.000    0.000    0.000    0.000 routing.py:330(EndpointPrefix)
        1    0.000    0.000    0.000    0.000 routing.py:355(RuleTemplate)
        1    0.000    0.000    0.000    0.000 routing.py:381(RuleTemplateFactory)
        1    0.000    0.000    0.000    0.000 routing.py:418(Rule)
        3    0.000    0.000    0.000    0.000 routing.py:533(__init__)
        6    0.000    0.000    0.000    0.000 routing.py:573(get_rules)
        3    0.000    0.000    0.001    0.000 routing.py:584(bind)
        2    0.000    0.000    0.000    0.000 routing.py:600(get_converter)
        3    0.000    0.000    0.001    0.000 routing.py:609(compile)
        6    0.000    0.000    0.000    0.000 routing.py:623(_build_regex)
        1    0.000    0.000    0.000    0.000 routing.py:826(BaseConverter)
        2    0.000    0.000    0.000    0.000 routing.py:831(__init__)
        1    0.000    0.000    0.000    0.000 routing.py:841(UnicodeConverter)
        1    0.000    0.000    0.000    0.000 routing.py:859(__init__)
        1    0.000    0.000    0.000    0.000 routing.py:875(AnyConverter)
        1    0.000    0.000    0.000    0.000 routing.py:891(PathConverter)
        1    0.000    0.000    0.000    0.000 routing.py:904(NumberConverter)
        1    0.000    0.000    0.000    0.000 routing.py:933(IntegerConverter)
        1    0.000    0.000    0.000    0.000 routing.py:952(FloatConverter)
        1    0.001    0.001    0.004    0.004 routing.py:97(<module>)
        1    0.000    0.000    0.000    0.000 routing.py:981(Map)
        1    0.000    0.000    0.001    0.001 runtime.py:10(<module>)
        6    0.000    0.000    0.000    0.000 runtime.py:208(_all)
        1    0.000    0.000    0.000    0.000 runtime.py:253(BlockReference)
        1    0.000    0.000    0.000    0.000 runtime.py:280(LoopContext)
        1    0.000    0.000    0.000    0.000 runtime.py:356(LoopContextIterator)
        1    0.000    0.000    0.000    0.000 runtime.py:377(Macro)
        1    0.000    0.000    0.000    0.000 runtime.py:441(Undefined)
        1    0.000    0.000    0.000    0.000 runtime.py:526(DebugUndefined)
        1    0.000    0.000    0.000    0.000 runtime.py:553(StrictUndefined)
        1    0.000    0.000    0.000    0.000 runtime.py:73(TemplateReference)
        1    0.000    0.000    0.000    0.000 runtime.py:90(Context)
        1    0.000    0.000    0.000    0.000 scanner.py:17(Scanner)
        2    0.000    0.000    0.002    0.001 scanner.py:18(__init__)
        1    0.000    0.000    0.000    0.000 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:3(<module>)
   164/86    0.000    0.000    0.001    0.000 scanner.py:38(iterscan)
        1    0.000    0.000    0.000    0.000 scanner.py:4(_import_c_make_scanner)
        5    0.000    0.000    0.000    0.000 scanner.py:64(pattern)
        5    0.000    0.000    0.001    0.000 scanner.py:65(decorator)
        1    0.000    0.000    0.000    0.000 security.py:10(<module>)
        1    0.000    0.000    0.000    0.000 security.py:138(gen_salt)
       21    0.000    0.000    0.000    0.000 security.py:142(<genexpr>)
        1    0.000    0.000    0.000    0.000 security.py:32(<genexpr>)
        1    0.000    0.000    0.000    0.000 security.py:36(_find_hashlib_algorithms)
        1    0.000    0.000    0.000    0.000 serving.py:361(_SSLConnectionFix)
        1    0.001    0.001    0.003    0.003 serving.py:37(<module>)
        1    0.000    0.000    0.000    0.000 serving.py:380(select_ip_version)
        1    0.000    0.000    0.000    0.000 serving.py:399(BaseWSGIServer)
        1    0.000    0.000    0.000    0.000 serving.py:453(ThreadedWSGIServer)
        1    0.000    0.000    0.000    0.000 serving.py:458(ForkingWSGIServer)
        1    0.000    0.000   32.710   32.710 serving.py:583(restart_with_reloader)
        1    0.000    0.000   32.710   32.710 serving.py:606(run_with_reloader)
        1    0.000    0.000   32.714   32.714 serving.py:622(run_simple)
        1    0.000    0.000    0.000    0.000 serving.py:67(WSGIRequestHandler)
        1    0.000    0.000    0.000    0.000 sessions.py:10(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:109(SecureCookieSession)
        1    0.000    0.000    0.000    0.000 sessions.py:119(NullSession)
        1    0.000    0.000    0.000    0.000 sessions.py:134(SessionInterface)
        1    0.000    0.000    0.000    0.000 sessions.py:272(SecureCookieSessionInterface)
        1    0.000    0.000    0.000    0.000 sessions.py:28(SessionMixin)
        1    0.000    0.000    0.000    0.000 sessions.py:55(TaggedJSONSerializer)
        1    0.000    0.000    0.001    0.001 signals.py:11(<module>)
        1    0.001    0.001    0.001    0.001 six.py:1(<module>)
        3    0.000    0.000    0.000    0.000 six.py:107(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:117(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:119(__init__)
        1    0.000    0.000    0.000    0.000 six.py:132(MovedAttribute)
       81    0.000    0.000    0.000    0.000 six.py:134(__init__)
        2    0.000    0.000    0.000    0.000 six.py:152(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:157(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:164(__init__)
       51    0.000    0.000    0.000    0.000 six.py:168(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:172(_get_module)
      337    0.000    0.000    0.000    0.000 six.py:175(find_module)
