         86884 function calls (83281 primitive calls) in 32.940 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 compiler.py:43(unoptimize_before_dead_code)
        1    0.000    0.000    0.000    0.000 config.py:10(<module>)
        1    0.000    0.000    0.000    0.000 config.py:20(ConfigAttribute)
        7    0.000    0.000    0.000    0.000 config.py:23(__init__)
        5    0.000    0.000    0.000    0.000 config.py:27(__get__)
        2    0.000    0.000    0.000    0.000 config.py:35(__set__)
        1    0.000    0.000    0.000    0.000 config.py:39(Config)
        1    0.000    0.000    0.000    0.000 config.py:83(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:105(ConnectionShutdown)
        1    0.000    0.000    0.000    0.000 connection.py:112(ConnectionBusy)
        1    0.000    0.000    0.000    0.000 connection.py:120(ProtocolError)
        6    0.000    0.000    0.000    0.000 connection.py:127(defunct_on_error)
      2/1    0.000    0.000    0.000    0.000 connection.py:129(wrapper)
        1    0.000    0.000    0.000    0.000 connection.py:141(Connection)
        1    0.001    0.001    0.060    0.060 connection.py:15(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:178(__init__)
       10    0.000    0.000    0.000    0.000 connection.py:271(get_request_id)
       10    0.000    0.000    0.001    0.000 connection.py:291(send_msg)
        1    0.000    0.000    0.001    0.001 connection.py:301(wait_for_response)
        3    0.000    0.000    0.029    0.010 connection.py:304(wait_for_responses)
        1    0.000    0.000    0.000    0.000 connection.py:448(_send_options_message)
        1    0.000    0.000    0.000    0.000 connection.py:524(_send_startup_message)
        1    0.000    0.000    0.000    0.000 connection.py:687(ResponseWaiter)
        3    0.000    0.000    0.000    0.000 connection.py:689(__init__)
        3    0.000    0.000    0.029    0.010 connection.py:718(deliver)
        1    0.000    0.000    0.000    0.000 connection.py:94(ConnectionException)
        1    0.000    0.000    0.001    0.001 console.py:10(<module>)
        1    0.000    0.000    0.000    0.000 console.py:118(_ConsoleLoader)
        1    0.000    0.000    0.000    0.000 console.py:146(_InteractiveConsole)
        1    0.000    0.000    0.000    0.000 console.py:195(Console)
        1    0.000    0.000    0.000    0.000 console.py:23(HTMLStringO)
        1    0.000    0.000    0.000    0.000 console.py:65(ThreadedStream)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:131(closing)
        2    0.000    0.000    0.000    0.000 contextlib.py:53(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:8(GeneratorContextManager)
       88    0.000    0.000    0.000    0.000 cqltypes.py:103(<lambda>)
      252    0.000    0.000    0.000    0.000 cqltypes.py:104(<lambda>)
      252    0.000    0.000    0.001    0.000 cqltypes.py:109(lookup_casstype_simple)
      173    0.001    0.000    0.006    0.000 cqltypes.py:127(parse_casstype_args)
      173    0.000    0.000    0.006    0.000 cqltypes.py:157(lookup_casstype)
        1    0.000    0.000    0.000    0.000 cqltypes.py:177(EmptyValue)
        1    0.000    0.000    0.000    0.000 cqltypes.py:187(_CassandraType)
        1    0.003    0.003    0.013    0.013 cqltypes.py:22(<module>)
   162/44    0.000    0.000    0.001    0.000 cqltypes.py:261(cass_parameterized_type_with)
  188/123    0.000    0.000    0.000    0.000 cqltypes.py:284(<genexpr>)
       44    0.000    0.000    0.002    0.000 cqltypes.py:287(apply_parameters)
   118/79    0.000    0.000    0.000    0.000 cqltypes.py:317(cass_parameterized_type)
        1    0.000    0.000    0.000    0.000 cqltypes.py:331(_UnrecognizedType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:347(BytesType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:360(DecimalType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:387(UUIDType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:402(BooleanType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:419(AsciiType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:439(FloatType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:451(DoubleType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:463(LongType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:475(Int32Type)
        1    0.000    0.000    0.000    0.000 cqltypes.py:487(IntegerType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:502(InetAddressType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:531(CounterColumnType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:546(DateType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:608(TimestampType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:612(TimeUUIDType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:630(UTF8Type)
        1    0.000    0.000    0.000    0.000 cqltypes.py:647(VarcharType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:651(_ParameterizedType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:672(_SimpleParameterizedType)
      252    0.000    0.000    0.000    0.000 cqltypes.py:71(trim_if_startswith)
        1    0.000    0.000    0.000    0.000 cqltypes.py:714(ListType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:720(SetType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:726(MapType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:781(TupleType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:83(CassandraTypeType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:833(UserType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:917(CompositeType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:930(DynamicCompositeType)
        1    0.000    0.000    0.000    0.000 cqltypes.py:934(ColumnToCollectionType)
       74    0.000    0.000    0.002    0.000 cqltypes.py:94(__new__)
        1    0.000    0.000    0.000    0.000 cqltypes.py:944(ReversedType)
        1    0.000    0.000    0.000    0.000 ctx.py:10(<module>)
        1    0.000    0.000    0.000    0.000 ctx.py:145(AppContext)
        1    0.000    0.000    0.000    0.000 ctx.py:189(RequestContext)
        1    0.000    0.000    0.000    0.000 ctx.py:24(_AppCtxGlobals)
        1    0.001    0.001    0.001    0.001 datastructures.py:10(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:1218(ImmutableHeadersMixin)
        1    0.000    0.000    0.000    0.000 datastructures.py:123(ImmutableList)
        1    0.000    0.000    0.000    0.000 datastructures.py:1255(EnvironHeaders)
        1    0.000    0.000    0.000    0.000 datastructures.py:1299(CombinedMultiDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:138(ImmutableDictMixin)
        1    0.000    0.000    0.000    0.000 datastructures.py:1423(FileMultiDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:1455(ImmutableDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:1467(copy)
        1    0.000    0.000    0.000    0.000 datastructures.py:1478(ImmutableMultiDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:1495(ImmutableOrderedMultiDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:1515(Accept)
        1    0.000    0.000    0.000    0.000 datastructures.py:1665(MIMEAccept)
        1    0.000    0.000    0.000    0.000 datastructures.py:1719(LanguageAccept)
        1    0.000    0.000    0.000    0.000 datastructures.py:1728(CharsetAccept)
       13    0.000    0.000    0.000    0.000 datastructures.py:1740(cache_property)
        1    0.000    0.000    0.000    0.000 datastructures.py:1749(_CacheControl)
        1    0.000    0.000    0.000    0.000 datastructures.py:1840(RequestCacheControl)
        1    0.000    0.000    0.000    0.000 datastructures.py:1860(ResponseCacheControl)
        1    0.000    0.000    0.000    0.000 datastructures.py:187(ImmutableMultiDictMixin)
        1    0.000    0.000    0.000    0.000 datastructures.py:1887(CallbackDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:1903(HeaderSet)
        1    0.000    0.000    0.000    0.000 datastructures.py:2056(ETags)
        1    0.000    0.000    0.000    0.000 datastructures.py:2135(IfRange)
        1    0.000    0.000    0.000    0.000 datastructures.py:2165(Range)
        1    0.000    0.000    0.000    0.000 datastructures.py:217(UpdateDictMixin)
        1    0.000    0.000    0.000    0.000 datastructures.py:2220(ContentRange)
        4    0.000    0.000    0.000    0.000 datastructures.py:2232(_callback_property)
        5    0.000    0.000    0.000    0.000 datastructures.py:227(calls_update)
        1    0.000    0.000    0.000    0.000 datastructures.py:2296(Authorization)
        1    0.000    0.000    0.000    0.000 datastructures.py:2356(WWWAuthenticate)
        5    0.000    0.000    0.000    0.000 datastructures.py:2414(auth_property)
        2    0.000    0.000    0.000    0.000 datastructures.py:2431(_set_property)
        1    0.000    0.000    0.000    0.000 datastructures.py:2490(FileStorage)
        1    0.000    0.000    0.000    0.000 datastructures.py:261(TypeConversionDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:299(ImmutableTypeConversionDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:317(MultiDict)
        5    0.000    0.000    0.000    0.000 datastructures.py:50(native_itermethods)
       19    0.000    0.000    0.000    0.000 datastructures.py:53(setmethod)
        5    0.000    0.000    0.000    0.000 datastructures.py:61(wrap)
        1    0.000    0.000    0.000    0.000 datastructures.py:621(_omd_bucket)
        1    0.000    0.000    0.000    0.000 datastructures.py:652(OrderedMultiDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:68(ImmutableListMixin)
        1    0.000    0.000    0.000    0.000 datastructures.py:841(Headers)
        1    0.000    0.000    0.000    0.000 debughelpers.py:10(<module>)
        1    0.000    0.000    0.000    0.000 debughelpers.py:14(UnexpectedUnicodeError)
        1    0.000    0.000    0.000    0.000 debughelpers.py:20(DebugFilesKeyError)
        1    0.000    0.000    0.000    0.000 debughelpers.py:44(FormDataRoutingRedirect)
        1    0.001    0.001    0.007    0.007 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:158(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:181(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:193(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:222(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:232(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:248(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:259(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:270(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:282(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:296(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:308(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:319(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:357(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3654(_ContextManager)
        1    0.001    0.001    0.001    0.001 decimal.py:3669(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3688(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3715(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3722(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:4984(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:503(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:512(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5217(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5221(__init__)
       39    0.000    0.000    0.000    0.000 decoder.py:152(JSONString)
        3    0.000    0.000    0.000    0.000 decoder.py:162(JSONObject)
        2    0.000    0.000    0.005    0.003 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(_floatconstants)
       40    0.000    0.000    0.001    0.000 decoder.py:206(JSONArray)
        1    0.000    0.000    0.001    0.001 decoder.py:244(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:276(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:308(JSONDecoder)
       43    0.000    0.000    0.002    0.000 decoder.py:313(decode)
        1    0.000    0.000    0.000    0.000 decoder.py:32(JSONDecodeError)
       43    0.000    0.000    0.001    0.000 decoder.py:325(raw_decode)
        1    0.000    0.000    0.000    0.000 decoder.py:338(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:8(_import_c_scanstring)
        1    0.000    0.000    0.002    0.002 defaults.py:10(<module>)
       16    0.000    0.000    0.000    0.000 defaults.py:43(<genexpr>)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:119(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:18(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:194(encode)
        2    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:289(JSONEncoderForHTML)
        1    0.000    0.000    0.000    0.000 encoder.py:52(ValueSequence)
        1    0.000    0.000    0.000    0.000 encoder.py:56(Encoder)
        1    0.000    0.000    0.000    0.000 encoder.py:6(_import_speedups)
        1    0.000    0.000    0.000    0.000 encoder.py:68(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:87(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.002    0.002    0.013    0.013 environment.py:10(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:103(Environment)
        1    0.000    0.000    0.000    0.000 environment.py:1062(TemplateModule)
        1    0.000    0.000    0.000    0.000 environment.py:1088(TemplateExpression)
        1    0.000    0.000    0.000    0.000 environment.py:1107(TemplateStream)
        1    0.000    0.000    0.000    0.000 environment.py:850(Template)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:127(TemplateRuntimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:133(UndefinedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:137(SecurityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(TemplateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:143(FilterArgumentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:163(BadRequest)
        1    0.000    0.000    0.000    0.000 exceptions.py:176(ClientDisconnected)
        1    0.000    0.000    0.000    0.000 exceptions.py:191(SecurityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(Unauthorized)
        1    0.000    0.000    0.000    0.000 exceptions.py:214(Forbidden)
        1    0.000    0.000    0.000    0.000 exceptions.py:227(NotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:240(MethodNotAllowed)
        1    0.000    0.000    0.000    0.000 exceptions.py:266(NotAcceptable)
        1    0.000    0.000    0.000    0.000 exceptions.py:282(RequestTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:294(Conflict)
        1    0.000    0.000    0.000    0.000 exceptions.py:309(Gone)
        1    0.000    0.000    0.000    0.000 exceptions.py:322(LengthRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:335(PreconditionFailed)
        1    0.000    0.000    0.000    0.000 exceptions.py:348(RequestEntityTooLarge)
        1    0.000    0.000    0.000    0.000 exceptions.py:360(RequestURITooLarge)
        1    0.000    0.000    0.000    0.000 exceptions.py:372(UnsupportedMediaType)
        1    0.000    0.000    0.000    0.000 exceptions.py:385(RequestedRangeNotSatisfiable)
        1    0.000    0.000    0.000    0.000 exceptions.py:399(ExpectationFailed)
        1    0.000    0.000    0.000    0.000 exceptions.py:412(ImATeapot)
        1    0.000    0.000    0.000    0.000 exceptions.py:426(UnprocessableEntity)
        1    0.000    0.000    0.000    0.000 exceptions.py:439(PreconditionRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(TemplateNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:457(TooManyRequests)
        1    0.000    0.000    0.000    0.000 exceptions.py:472(RequestHeaderFieldsTooLarge)
        1    0.000    0.000    0.000    0.000 exceptions.py:485(InternalServerError)
        1    0.000    0.000    0.000    0.000 exceptions.py:499(NotImplemented)
        1    0.000    0.000    0.000    0.000 exceptions.py:512(BadGateway)
        1    0.000    0.000    0.000    0.000 exceptions.py:526(ServiceUnavailable)
        1    0.000    0.000    0.000    0.000 exceptions.py:542(_find_exceptions)
        1    0.000    0.000    0.000    0.000 exceptions.py:554(Aborter)
        1    0.000    0.000    0.000    0.000 exceptions.py:564(__init__)
        1    0.001    0.001    0.043    0.043 exceptions.py:59(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(TemplatesNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(HTTPException)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(TemplateSyntaxError)
        1    0.000    0.000    0.000    0.000 exceptions.py:91(wrap)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(newcls)
        1    0.000    0.000    0.001    0.001 filters.py:10(<module>)
        5    0.000    0.000    0.000    0.000 filters.py:27(contextfilter)
        4    0.000    0.000    0.000    0.000 filters.py:35(evalcontextfilter)
        8    0.000    0.000    0.000    0.000 filters.py:46(environmentfilter)
        1    0.000    0.000    0.000    0.000 filters.py:705(_GroupTuple)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.001    0.001 formparser.py:11(<module>)
        1    0.000    0.000    0.000    0.000 formparser.py:112(FormDataParser)
        1    0.000    0.000    0.000    0.000 formparser.py:283(MultiPartParser)
        2    0.000    0.000    0.000    0.000 formparser.py:95(exhaust_stream)
       31    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
        9    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        9    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
       11    0.000    0.000    0.000    0.000 genericpath.py:38(isdir)
        2    0.000    0.000    0.000    0.000 genericpath.py:85(_splitext)
        1    0.000    0.000    0.000    0.000 globals.py:11(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:72(<module>)
       11    0.000    0.000    0.000    0.000 hashlib.py:92(<lambda>)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.002    0.002 helpers.py:10(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:52(<genexpr>)
        2    0.000    0.000    0.000    0.000 helpers.py:56(_endpoint_from_view_func)
        1    0.000    0.000    0.000    0.000 helpers.py:619(get_root_path)
        1    0.000    0.000    0.000    0.000 helpers.py:652(find_package)
        1    0.000    0.000    0.000    0.000 helpers.py:703(locked_cached_property)
        3    0.000    0.000    0.000    0.000 helpers.py:711(__init__)
        1    0.000    0.000    0.000    0.000 helpers.py:729(_PackageBoundObject)
        1    0.000    0.000    0.000    0.000 helpers.py:731(__init__)
        3    0.000    0.000    0.000    0.000 helpers.py:746(_get_static_folder)
        1    0.000    0.000    0.000    0.000 helpers.py:749(_set_static_folder)
        1    0.000    0.000    0.000    0.000 helpers.py:754(_get_static_url_path)
        1    0.000    0.000    0.000    0.000 helpers.py:765(has_static_folder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:27(hex_decode)
        1    0.000    0.000    0.000    0.000 hex_codec.py:45(Codec)
        1    0.000    0.000    0.000    0.000 hex_codec.py:52(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:57(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:62(StreamWriter)
        1    0.000    0.000    0.000    0.000 hex_codec.py:65(StreamReader)
        1    0.000    0.000    0.000    0.000 hex_codec.py:70(getregentry)
        1    0.000    0.000    0.000    0.000 hex_codec.py:8(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:20(HMAC)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.001    0.001   32.940   32.940 host_rest.py:1(<module>)
        1    0.000    0.000    0.064    0.064 host_rest.py:9(_connect_to_cassandra)
        1    0.000    0.000    0.000    0.000 htmlentitydefs.py:1(<module>)
        1    0.001    0.001    0.016    0.016 http.py:18(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:1004(HTTP)
        1    0.000    0.000    0.000    0.000 httplib.py:1098(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 httplib.py:1120(HTTPS)
        1    0.000    0.000    0.000    0.000 httplib.py:1153(HTTPException)
        1    0.000    0.000    0.000    0.000 httplib.py:1158(NotConnected)
        1    0.000    0.000    0.000    0.000 httplib.py:1161(InvalidURL)
        1    0.000    0.000    0.000    0.000 httplib.py:1164(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 httplib.py:1169(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 httplib.py:1172(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 httplib.py:1175(IncompleteRead)
        1    0.000    0.000    0.000    0.000 httplib.py:1189(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 httplib.py:1192(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 httplib.py:1195(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 httplib.py:1198(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 httplib.py:1201(BadStatusLine)
        1    0.000    0.000    0.000    0.000 httplib.py:1209(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 httplib.py:214(HTTPMessage)
        1    0.000    0.000    0.000    0.000 httplib.py:319(HTTPResponse)
        1    0.000    0.000    0.000    0.000 httplib.py:638(HTTPConnection)
        1    0.001    0.001    0.001    0.001 httplib.py:67(<module>)
        1    0.000    0.000    0.018    0.018 inspect.py:25(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:618(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:620(BlockFinder)
        1    0.000    0.000    0.000    0.000 io.py:1032(BufferedWriter)
        1    0.000    0.000    0.000    0.000 io.py:1121(BufferedRWPair)
        1    0.000    0.000    0.000    0.000 io.py:1187(BufferedRandom)
        1    0.000    0.000    0.000    0.000 io.py:1255(TextIOBase)
        1    0.000    0.000    0.000    0.000 io.py:1303(IncrementalNewlineDecoder)
        1    0.000    0.000    0.000    0.000 io.py:1379(TextIOWrapper)
        1    0.000    0.000    0.000    0.000 io.py:1880(StringIO)
        1    0.000    0.000    0.000    0.000 io.py:267(_DocDescriptor)
        1    0.000    0.000    0.000    0.000 io.py:276(OpenWrapper)
        1    0.000    0.000    0.000    0.000 io.py:290(UnsupportedOperation)
        1    0.000    0.000    0.000    0.000 io.py:294(IOBase)
        1    0.000    0.000    0.001    0.001 io.py:35(<module>)
       20    0.000    0.000    0.000    0.000 io.py:387(__del__)
        1    0.000    0.000    0.000    0.000 io.py:566(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:621(FileIO)
        1    0.000    0.000    0.000    0.000 io.py:643(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:715(_BufferedIOMixin)
        1    0.000    0.000    0.000    0.000 io.py:72(BlockingIOError)
        1    0.000    0.000    0.000    0.000 io.py:789(_BytesIO)
        1    0.000    0.000    0.000    0.000 io.py:900(BytesIO)
        1    0.000    0.000    0.000    0.000 io.py:907(BufferedReader)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:100(BadData)
        1    0.001    0.001    0.002    0.002 itsdangerous.py:11(<module>)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:121(BadPayload)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:141(BadSignature)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:157(BadTimeSignature)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:173(BadHeader)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:194(SignatureExpired)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:232(SigningAlgorithm)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:246(NoneAlgorithm)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:255(HMACAlgorithm)
        3    0.000    0.000    0.000    0.000 itsdangerous.py:262(__init__)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:272(Signer)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:386(TimestampSigner)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:43(_CompactJSON)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:479(Serializer)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:627(TimedSerializer)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:655(JSONWebSignatureSerializer)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:763(TimedJSONWebSignatureSerializer)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:822(URLSafeSerializerMixin)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:859(URLSafeSerializer)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:867(URLSafeTimedSerializer)
        1    0.000    0.000    0.003    0.003 json.py:10(<module>)
        1    0.000    0.000    0.000    0.000 json.py:52(JSONEncoder)
        1    0.000    0.000    0.000    0.000 json.py:86(JSONDecoder)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 latin_1.py:13(Codec)
        1    0.000    0.000    0.000    0.000 latin_1.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 latin_1.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 latin_1.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 latin_1.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 latin_1.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 latin_1.py:8(<module>)
       27    0.000    0.000    0.000    0.000 lexer.py:134(<genexpr>)
       26    0.000    0.000    0.000    0.000 lexer.py:135(<lambda>)
        1    0.000    0.000    0.003    0.003 lexer.py:16(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:212(Failure)
        1    0.000    0.000    0.000    0.000 lexer.py:225(Token)
        4    0.000    0.000    0.000    0.000 lexer.py:228(<genexpr>)
        1    0.000    0.000    0.000    0.000 lexer.py:268(TokenStreamIterator)
        1    0.000    0.000    0.000    0.000 lexer.py:289(TokenStream)
        1    0.000    0.000    0.000    0.000 lexer.py:402(Lexer)
        1    0.001    0.001    0.001    0.001 libevreactor.py:14(<module>)
        1    0.000    0.000    0.000    0.000 libevreactor.py:146(connection_created)
        1    0.000    0.000    0.000    0.000 libevreactor.py:212(LibevConnection)
        1    0.000    0.000    0.000    0.000 libevreactor.py:223(initialize_reactor)
        1    0.000    0.000    0.002    0.002 libevreactor.py:239(factory)
        1    0.000    0.000    0.001    0.001 libevreactor.py:252(__init__)
       10    0.000    0.000    0.000    0.000 libevreactor.py:373(push)
        1    0.000    0.000    0.001    0.001 libevreactor.py:391(register_watchers)
        1    0.000    0.000    0.000    0.000 libevreactor.py:57(LibevLoop)
        1    0.000    0.000    0.000    0.000 libevreactor.py:59(__init__)
       10    0.000    0.000    0.000    0.000 libevreactor.py:90(notify)
        1    0.000    0.000    0.001    0.001 libevreactor.py:93(maybe_start)
        1    0.000    0.000    0.000    0.000 loaders.py:10(<module>)
        1    0.000    0.000    0.000    0.000 loaders.py:138(FileSystemLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:195(PackageLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:260(DictLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:282(FunctionLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:312(PrefixLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:366(ChoiceLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:37(BaseLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:407(_TemplateModule)
        1    0.000    0.000    0.000    0.000 loaders.py:411(ModuleLoader)
        1    0.000    0.000    0.000    0.000 local.py:10(<module>)
        2    0.000    0.000    0.000    0.000 local.py:115(__init__)
